;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
57349;57349;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Portugal;2014;30.8;;Non-drinkers
57350;57350;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Portugal;2019;32.6;;Non-drinkers
57351;57351;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Romania;2014;26.0;;Non-drinkers
57352;57352;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Romania;2019;20.2;;Non-drinkers
57353;57353;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Serbia;2019;66.2;u;Non-drinkers
57354;57354;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Sweden;2014;17.9;;Non-drinkers
57355;57355;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Sweden;2019;24.4;;Non-drinkers
57356;57356;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovenia;2014;26.6;;Non-drinkers
57357;57357;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovenia;2019;33.1;;Non-drinkers
57358;57358;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovakia;2014;30.2;;Non-drinkers
57359;57359;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovakia;2019;31.9;;Non-drinkers
57360;57360;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Türkiye;2014;95.4;;Non-drinkers
57361;57361;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Türkiye;2019;97.7;;Non-drinkers
57362;57362;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;United Kingdom;2014;7.2;;Non-drinkers
57487;57487;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Austria;2014;17.6;;Non-drinkers
57488;57488;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Austria;2019;23.6;;Non-drinkers
57489;57489;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Belgium;2014;32.2;u;Non-drinkers
57490;57490;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Belgium;2019;39.5;;Non-drinkers
57491;57491;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Bulgaria;2014;44.3;;Non-drinkers
57492;57492;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Bulgaria;2019;42.7;;Non-drinkers
57493;57493;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Cyprus;2014;78.7;;Non-drinkers
57494;57494;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Cyprus;2019;48.3;;Non-drinkers
57495;57495;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Czechia;2014;7.9;;Non-drinkers
57496;57496;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Czechia;2019;11.2;;Non-drinkers
57497;57497;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Germany;2014;23.0;;Non-drinkers
57498;57498;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Germany;2019;31.5;;Non-drinkers
57499;57499;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Denmark;2014;12.4;;Non-drinkers
57500;57500;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Denmark;2019;12.0;;Non-drinkers
57501;57501;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Estonia;2014;20.9;;Non-drinkers
57502;57502;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Estonia;2019;15.3;;Non-drinkers
57503;57503;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Greece;2014;41.0;;Non-drinkers
57504;57504;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Greece;2019;30.9;;Non-drinkers
57505;57505;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Spain;2014;44.4;;Non-drinkers
57506;57506;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Spain;2019;42.1;;Non-drinkers
57510;57510;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Finland;2014;27.9;;Non-drinkers
57511;57511;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;France;2019;24.6;;Non-drinkers
57512;57512;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Croatia;2014;53.6;;Non-drinkers
57513;57513;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Croatia;2019;53.8;;Non-drinkers
57514;57514;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Hungary;2014;53.0;;Non-drinkers
57515;57515;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Hungary;2019;57.0;;Non-drinkers
57516;57516;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Ireland;2014;39.9;;Non-drinkers
57517;57517;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Ireland;2019;40.4;;Non-drinkers
57518;57518;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Iceland;2014;28.2;;Non-drinkers
57519;57519;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Iceland;2019;21.3;;Non-drinkers
57522;57522;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Lithuania;2014;13.2;;Non-drinkers
57523;57523;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Lithuania;2019;23.5;;Non-drinkers
57524;57524;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Luxembourg;2014;28.1;;Non-drinkers
57525;57525;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Luxembourg;2019;25.4;;Non-drinkers
57526;57526;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Latvia;2014;18.0;;Non-drinkers
57527;57527;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Latvia;2019;18.0;;Non-drinkers
57528;57528;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Malta;2014;32.1;;Non-drinkers
57529;57529;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Malta;2019;43.8;;Non-drinkers
57530;57530;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Netherlands;2019;20.4;;Non-drinkers
57531;57531;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Norway;2014;0.0;;Non-drinkers
57532;57532;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Norway;2019;20.1;;Non-drinkers
57533;57533;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Poland;2014;33.2;;Non-drinkers
57534;57534;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Poland;2019;24.9;;Non-drinkers
57535;57535;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Portugal;2014;41.4;;Non-drinkers
57536;57536;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Portugal;2019;44.7;;Non-drinkers
57537;57537;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Romania;2014;29.0;;Non-drinkers
57538;57538;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Romania;2019;23.7;;Non-drinkers
57539;57539;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Serbia;2019;73.5;u;Non-drinkers
57540;57540;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Sweden;2014;23.0;;Non-drinkers
57541;57541;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Sweden;2019;24.7;;Non-drinkers
57542;57542;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Slovenia;2014;25.4;;Non-drinkers
57543;57543;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Slovenia;2019;34.6;;Non-drinkers
57544;57544;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Slovakia;2014;45.7;;Non-drinkers
57545;57545;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Slovakia;2019;36.1;;Non-drinkers
57546;57546;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Türkiye;2014;94.8;;Non-drinkers
57547;57547;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Türkiye;2019;98.8;;Non-drinkers
57548;57548;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;United Kingdom;2014;14.1;;Non-drinkers
57734;57734;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Austria;2014;16.0;;Non-drinkers
57735;57735;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Austria;2019;30.1;;Non-drinkers
57736;57736;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Belgium;2014;31.5;u;Non-drinkers
57737;57737;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Belgium;2019;32.3;;Non-drinkers
57738;57738;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Bulgaria;2014;53.0;;Non-drinkers
57739;57739;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Bulgaria;2019;54.0;;Non-drinkers
57740;57740;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Cyprus;2014;61.7;;Non-drinkers
57741;57741;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Cyprus;2019;53.5;;Non-drinkers
57742;57742;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Czechia;2014;29.0;;Non-drinkers
57743;57743;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Czechia;2019;38.2;;Non-drinkers
57744;57744;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Germany;2014;23.8;;Non-drinkers
57745;57745;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Germany;2019;22.6;;Non-drinkers
57746;57746;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Denmark;2014;20.5;;Non-drinkers
57747;57747;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Denmark;2019;14.3;;Non-drinkers
57748;57748;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Estonia;2014;14.0;;Non-drinkers
57749;57749;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Estonia;2019;31.3;;Non-drinkers
57750;57750;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Greece;2014;42.3;;Non-drinkers
57751;57751;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Greece;2019;45.4;;Non-drinkers
57752;57752;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Spain;2014;40.1;;Non-drinkers
57753;57753;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Spain;2019;43.3;;Non-drinkers
57757;57757;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Finland;2014;31.9;;Non-drinkers
57758;57758;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;France;2019;34.8;;Non-drinkers
57759;57759;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Croatia;2014;55.7;;Non-drinkers
57760;57760;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Croatia;2019;53.7;u;Non-drinkers
57761;57761;Never;Less than primary, primary and lower secondary education (levels 0-2);Males;From 15 to 24 years;Hungary;2014;30.3;;Non-drinkers
